Activity,Timestamp,Value
Cycle Interrupted,8/20 6:06AM,-
Clean Cycle In Progress,8/20 6:03AM,-
Pet Weight Recorded ,8/20 5:42AM,9.7 lbs
Cat Detected,8/20 5:42AM,-
Clean Cycle Complete,8/19 11:45PM,-
Clean Cycle In Progress,8/19 11:43PM,-
Pet Weight Recorded ,8/19 11:40PM,14.7 lbs
Cat Detected,8/19 11:39PM,-
Clean Cycle Complete,8/19 10:56PM,-
Clean Cycle In Progress,8/19 10:54PM,-
Pet Weight Recorded ,8/19 10:39PM,14.8 lbs
Pet Weight Recorded ,8/19 10:35PM,9.7 lbs
Cat Detected,8/19 10:34PM,-
Clean Cycle Complete,8/19 9:34PM,-
Clean Cycle In Progress,8/19 9:32PM,-
Cat Detected,8/19 9:16PM,-
Clean Cycle Complete,8/19 3:28PM,-
Clean Cycle In Progress,8/19 3:26PM,-
Pet Weight Recorded ,8/19 3:08PM,9.8 lbs
Cat Detected,8/19 3:05PM,-
Clean Cycle Complete,8/19 2:03PM,-
Clean Cycle In Progress,8/19 2:01PM,-
Cat Detected,8/19 1:46PM,-
Clean Cycle Complete,8/19 1:45PM,-
Pet Weight Recorded ,8/19 1:44PM,5.9 lbs
Cycle Interrupted,8/19 1:43PM,-
Clean Cycle In Progress,8/19 1:42PM,-
Cat Detected,8/19 1:20PM,-
Clean Cycle Complete,8/19 1:17PM,-
Cycle Interrupted,8/19 1:17PM,-
Cycle Interrupted,8/19 1:14PM,-
Clean Cycle In Progress,8/19 1:13PM,-
Cat Detected,8/19 1:13PM,-
Clean Cycle Complete,8/19 1:11PM,-
Clean Cycle In Progress,8/19 1:09PM,-
Clean Cycle Complete,8/19 1:09PM,-
Cycle Interrupted,8/19 1:07PM,-
Clean Cycle In Progress,8/19 1:06PM,-
Cat Detected,8/17 3:03PM,-
Clean Cycle Complete,8/17 12:09PM,-
Clean Cycle In Progress,8/17 12:07PM,-
Cat Detected,8/17 11:52AM,-
Clean Cycle Complete,8/17 10:28AM,-
Pet Weight Recorded ,8/17 10:28AM,9.9 lbs
Cycle Interrupted,8/17 10:27AM,-
Clean Cycle In Progress,8/17 10:25AM,-
Pet Weight Recorded ,8/17 10:10AM,19.6 lbs
Pet Weight Recorded ,8/17 10:09AM,19.7 lbs
Cat Detected,8/17 10:09AM,-
Clean Cycle Complete,8/17 9:29AM,-
Clean Cycle In Progress,8/17 9:27AM,-
Pet Weight Recorded ,8/17 9:12AM,19.6 lbs
Pet Weight Recorded ,8/17 9:11AM,19.8 lbs
Clean Cycle Complete,8/17 8:08AM,-
Cycle Interrupted,8/17 8:07AM,-
Pet Weight Recorded ,8/17 8:06AM,6.3 lbs
Cycle Interrupted,8/17 8:05AM,-
Clean Cycle In Progress,8/17 8:04AM,-
Pet Weight Recorded ,8/17 7:49AM,14.9 lbs
Cat Detected,8/17 7:47AM,-
Clean Cycle Complete,8/17 5:22AM,-
Cycle Interrupted,8/17 5:21AM,-
Clean Cycle In Progress,8/17 5:19AM,-
Pet Weight Recorded ,8/17 5:04AM,9.8 lbs
Cat Detected,8/17 5:03AM,-
Clean Cycle Complete,8/17 2:25AM,-
Clean Cycle In Progress,8/17 2:23AM,-
Pet Weight Recorded ,8/17 2:08AM,9.8 lbs
Cat Detected,8/17 2:06AM,-
Clean Cycle Complete,8/16 11:10PM,-
Clean Cycle In Progress,8/16 11:08PM,-
Cat Detected,8/16 10:53PM,-
Clean Cycle Complete,8/16 10:47PM,-
Pet Weight Recorded ,8/16 10:46PM,14.7 lbs
Cycle Interrupted,8/16 10:46PM,-
Cycle Interrupted,8/16 10:45PM,-
Clean Cycle In Progress,8/16 10:43PM,-
Pet Weight Recorded ,8/16 10:28PM,14.6 lbs
Cat Detected,8/16 10:27PM,-
Clean Cycle Complete,8/16 8:06PM,-
Clean Cycle In Progress,8/16 8:04PM,-
Pet Weight Recorded ,8/16 7:44PM,9.8 lbs
Cat Detected,8/16 7:41PM,-
Clean Cycle Complete,8/16 3:22PM,-
Clean Cycle In Progress,8/16 3:20PM,-
Cat Detected,8/16 3:05PM,-
Clean Cycle Complete,8/16 11:29AM,-
Clean Cycle In Progress,8/16 11:27AM,-
Pet Weight Recorded ,8/16 11:12AM,14.8 lbs
Pet Weight Recorded ,8/16 10:59AM,19.9 lbs
Pet Weight Recorded ,8/16 10:58AM,14.8 lbs
Cat Detected,8/16 10:56AM,-
Clean Cycle Complete,8/16 10:55AM,-
Cycle Interrupted,8/16 10:52AM,-
Clean Cycle In Progress,8/16 10:52AM,-
Cat Detected,8/16 10:52AM,-
Clean Cycle Complete,8/16 10:51AM,-
Cycle Interrupted,8/16 10:50AM,-
Clean Cycle In Progress,8/16 10:49AM,-
Pet Weight Recorded ,8/16 10:08AM,14.8 lbs
Pet Weight Recorded ,8/16 10:07AM,14.9 lbs
Pet Weight Recorded ,8/16 8:36AM,9.8 lbs
Pet Weight Recorded ,8/16 5:00AM,9.7 lbs
Pet Weight Recorded ,8/16 1:14AM,14.8 lbs
Pet Weight Recorded ,8/15 11:34AM,9.8 lbs
Pet Weight Recorded ,8/15 11:12AM,19.9 lbs
Pet Weight Recorded ,8/15 10:32AM,14.6 lbs
Clean Cycle Complete,8/14 11:33PM,-
Clean Cycle In Progress,8/14 11:31PM,-
Pet Weight Recorded ,8/14 11:16PM,14.8 lbs
