Activity,Timestamp,Value
Clean Cycle In Progress,3/12 3:43PM,-
Pet Weight Recorded ,3/12 3:18PM,8.6 lbs
Cat Detected,3/12 3:16PM,-
Clean Cycle Complete,3/12 2:38PM,-
Clean Cycle In Progress,3/12 2:36PM,-
Pet Weight Recorded ,3/12 2:11PM,18.3 lbs
Cat Detected,3/12 2:10PM,-
Clean Cycle Complete,3/12 12:43PM,-
Clean Cycle In Progress,3/12 12:41PM,-
Pet Weight Recorded ,3/12 12:16PM,18.2 lbs
Pet Weight Recorded ,3/12 12:06PM,18.3 lbs
Cat Detected,3/12 12:06PM,-
Clean Cycle Complete,3/12 11:37AM,-
Clean Cycle In Progress,3/12 11:35AM,-
Pet Weight Recorded ,3/12 11:10AM,18.2 lbs
Cat Detected,3/12 11:09AM,-
Clean Cycle Complete,3/12 10:51AM,-
Clean Cycle In Progress,3/12 10:49AM,-
Pet Weight Recorded ,3/12 10:24AM,18.3 lbs
Pet Weight Recorded ,3/12 10:05AM,18.3 lbs
Cat Detected,3/12 10:05AM,-
Clean Cycle Complete,3/12 10:04AM,-
Cycle Interrupted,3/12 10:03AM,-
Clean Cycle In Progress,3/12 10:01AM,-
Pet Weight Recorded ,3/12 9:36AM,18.3 lbs
Cat Detected,3/12 9:36AM,-
Clean Cycle Complete,3/12 9:28AM,-
Clean Cycle In Progress,3/12 9:25AM,-
Pet Weight Recorded ,3/12 9:00AM,16.2 lbs
Pet Weight Recorded ,3/12 8:58AM,8.5 lbs
Pet Weight Recorded ,3/12 8:44AM,8.5 lbs
Cat Detected,3/12 8:43AM,-
Clean Cycle Complete,3/12 3:53AM,-
Clean Cycle In Progress,3/12 3:51AM,-
Pet Weight Recorded ,3/12 3:26AM,18.2 lbs
Cat Detected,3/12 3:25AM,-
Clean Cycle Complete,3/12 2:42AM,-
Clean Cycle In Progress,3/12 2:40AM,-
Pet Weight Recorded ,3/12 2:15AM,18.2 lbs
Pet Weight Recorded ,3/12 1:52AM,18.3 lbs
Pet Weight Recorded ,3/12 1:49AM,18.2 lbs
Pet Weight Recorded ,3/12 1:45AM,8.6 lbs
Cat Detected,3/12 1:45AM,-
Clean Cycle Complete,3/12 1:41AM,-
Clean Cycle In Progress,3/12 1:38AM,-
Pet Weight Recorded ,3/12 1:32AM,18.2 lbs
Pet Weight Recorded ,3/12 1:17AM,18.2 lbs
Pet Weight Recorded ,3/12 1:07AM,18.3 lbs
Pet Weight Recorded ,3/12 12:59AM,18.2 lbs
Pet Weight Recorded ,3/12 12:51AM,18.3 lbs
Pet Weight Recorded ,3/12 12:44AM,18.3 lbs
Pet Weight Recorded ,3/12 12:32AM,18.3 lbs
Pet Weight Recorded ,3/12 12:26AM,18.3 lbs
Pet Weight Recorded ,3/12 12:17AM,18.3 lbs
Clean Cycle Complete,3/11 11:08PM,-
Clean Cycle In Progress,3/11 11:05PM,-
Pet Weight Recorded ,3/11 10:40PM,16.2 lbs
Pet Weight Recorded ,3/11 10:16PM,8.6 lbs
Cat Detected,3/11 10:15PM,-
Clean Cycle Complete,3/11 9:54PM,-
Clean Cycle In Progress,3/11 9:51PM,-
Pet Weight Recorded ,3/11 9:26PM,18.4 lbs
Cat Detected,3/11 9:26PM,-
Clean Cycle Complete,3/11 9:07PM,-
Cycle Interrupted,3/11 9:05PM,-
Cat Detected,3/11 7:13PM,-
Clean Cycle Complete,3/11 4:30PM,-
Cycle Interrupted,3/11 4:28PM,-
Clean Cycle In Progress,3/11 4:27PM,-
Pet Weight Recorded ,3/11 4:02PM,18.4 lbs
Pet Weight Recorded ,3/11 3:51PM,18.6 lbs
Cat Detected,3/11 3:51PM,-
Clean Cycle Complete,3/11 2:39PM,-
Clean Cycle In Progress,3/11 2:36PM,-
Pet Weight Recorded ,3/11 2:11PM,18.5 lbs
Cat Detected,3/11 2:11PM,-
Clean Cycle Complete,3/11 12:48PM,-
Clean Cycle In Progress,3/11 12:46PM,-
Pet Weight Recorded ,3/11 12:21PM,18.4 lbs
Cat Detected,3/11 12:19PM,-
Clean Cycle Complete,3/11 11:54AM,-
Cycle Interrupted,3/11 11:53AM,-
Clean Cycle In Progress,3/11 11:51AM,-
Pet Weight Recorded ,3/11 11:26AM,18.4 lbs
Cat Detected,3/11 11:25AM,-
Clean Cycle Complete,3/11 11:06AM,-
Clean Cycle In Progress,3/11 11:04AM,-
Pet Weight Recorded ,3/11 10:39AM,18.3 lbs
Pet Weight Recorded ,3/11 10:28AM,18.3 lbs
Pet Weight Recorded ,3/11 10:25AM,16.1 lbs
Pet Weight Recorded ,3/11 10:12AM,8.4 lbs
Pet Weight Recorded ,3/11 10:04AM,18.3 lbs
Cat Detected,3/11 10:03AM,-
Clean Cycle Complete,3/11 9:48AM,-
Clean Cycle In Progress,3/11 9:45AM,-
Pet Weight Recorded ,3/11 9:20AM,18.3 lbs
Cat Detected,3/11 9:20AM,-
Clean Cycle Complete,3/11 6:28AM,-
Clean Cycle In Progress,3/11 6:26AM,-
Pet Weight Recorded ,3/11 6:01AM,8.5 lbs
Cat Detected,3/11 6:00AM,-
Clean Cycle Complete,3/11 2:32AM,-
Clean Cycle In Progress,3/11 2:30AM,-
Pet Weight Recorded ,3/11 2:05AM,18.3 lbs
Cat Detected,3/11 2:05AM,-
Clean Cycle Complete,3/11 12:46AM,-
Clean Cycle In Progress,3/11 12:44AM,-
Pet Weight Recorded ,3/11 12:19AM,18.3 lbs
Pet Weight Recorded ,3/11 12:17AM,16.2 lbs
Pet Weight Recorded ,3/11 12:13AM,18.2 lbs
Pet Weight Recorded ,3/10 11:56PM,18.3 lbs
Cat Detected,3/10 11:55PM,-
Clean Cycle Complete,3/10 11:40PM,-
Clean Cycle In Progress,3/10 11:38PM,-
Pet Weight Recorded ,3/10 11:13PM,16.5 lbs
Cat Detected,3/10 11:09PM,-
Clean Cycle Complete,3/10 11:05PM,-
Clean Cycle In Progress,3/10 11:03PM,-
Pet Weight Recorded ,3/10 10:38PM,18.4 lbs
Pet Weight Recorded ,3/10 10:29PM,8.6 lbs
Cat Detected,3/10 10:29PM,-
Clean Cycle Complete,3/10 10:22PM,-
Clean Cycle In Progress,3/10 10:19PM,-
Pet Weight Recorded ,3/10 9:54PM,18.4 lbs
Cat Detected,3/10 9:54PM,-
Clean Cycle Complete,3/10 9:11PM,-
Clean Cycle In Progress,3/10 9:09PM,-
Pet Weight Recorded ,3/10 8:44PM,7.3 lbs
Pet Weight Recorded ,3/10 8:24PM,18.3 lbs
Cat Detected,3/10 8:24PM,-
Clean Cycle Complete,3/10 6:41PM,-
Clean Cycle In Progress,3/10 6:39PM,-
Pet Weight Recorded ,3/10 6:14PM,8.5 lbs
Cat Detected,3/10 6:11PM,-
Clean Cycle Complete,3/10 5:54PM,-
Clean Cycle In Progress,3/10 5:52PM,-
Pet Weight Recorded ,3/10 5:27PM,18.5 lbs
Cat Detected,3/10 5:26PM,-
Clean Cycle Complete,3/10 12:15PM,-
Clean Cycle In Progress,3/10 12:12PM,-
Pet Weight Recorded ,3/10 11:47AM,18.3 lbs
Cat Detected,3/10 11:47AM,-
Clean Cycle Complete,3/10 11:47AM,-
Clean Cycle In Progress,3/10 11:44AM,-
Pet Weight Recorded ,3/10 11:19AM,8.5 lbs
Pet Weight Recorded ,3/10 11:18AM,18.2 lbs
Pet Weight Recorded ,3/10 10:57AM,18.3 lbs
Clean Cycle Complete,3/10 10:51AM,-
Clean Cycle In Progress,3/10 10:49AM,-
Pet Weight Recorded ,3/10 10:23AM,18.3 lbs
Pet Weight Recorded ,3/10 10:17AM,18.4 lbs
Clean Cycle Complete,3/10 8:23AM,-
Clean Cycle In Progress,3/10 8:20AM,-
Pet Weight Recorded ,3/10 7:55AM,18.3 lbs
Pet Weight Recorded ,3/10 7:51AM,16.2 lbs
Pet Weight Recorded ,3/10 7:33AM,8.6 lbs
Cat Detected,3/10 7:31AM,-
Clean Cycle Complete,3/10 3:36AM,-
Clean Cycle In Progress,3/10 3:34AM,-
Pet Weight Recorded ,3/10 3:09AM,18.4 lbs
Cat Detected,3/10 3:09AM,-
Clean Cycle Complete,3/10 1:57AM,-
Clean Cycle In Progress,3/10 1:55AM,-
Pet Weight Recorded ,3/10 1:30AM,18.4 lbs
Cat Detected,3/10 1:30AM,-
Clean Cycle Complete,3/10 12:06AM,-
Clean Cycle In Progress,3/10 12:03AM,-
Pet Weight Recorded ,3/9 11:38PM,16.3 lbs
Cat Detected,3/9 11:37PM,-
Clean Cycle Complete,3/9 11:31PM,-
Clean Cycle In Progress,3/9 11:29PM,-
Pet Weight Recorded ,3/9 11:04PM,18.4 lbs
Pet Weight Recorded ,3/9 11:00PM,8.7 lbs
Pet Weight Recorded ,3/9 10:41PM,18.4 lbs
Pet Weight Recorded ,3/9 10:23PM,16.5 lbs
Cat Detected,3/9 10:21PM,-
Clean Cycle Complete,3/9 10:16PM,-
Clean Cycle In Progress,3/9 10:14PM,-
Pet Weight Recorded ,3/9 10:49PM,18.4 lbs
Cat Detected,3/9 10:48PM,-
Clean Cycle Complete,3/9 8:52PM,-
Clean Cycle In Progress,3/9 8:50PM,-
Pet Weight Recorded ,3/9 8:25PM,18.4 lbs
Cat Detected,3/9 8:24PM,-
Clean Cycle Complete,3/9 8:17PM,-
Pet Weight Recorded ,3/9 7:52PM,8.6 lbs
Cat Detected,3/9 7:51PM,-
Clean Cycle Complete,3/9 5:16PM,-
Clean Cycle In Progress,3/9 5:14PM,-
Pet Weight Recorded ,3/9 4:49PM,18.4 lbs
Cat Detected,3/9 4:48PM,-
Clean Cycle Complete,3/9 2:57PM,-
Clean Cycle In Progress,3/9 2:55PM,-
Pet Weight Recorded ,3/9 2:30PM,18.6 lbs
Pet Weight Recorded ,3/9 2:08PM,8.8 lbs
Cat Detected,3/9 2:07PM,-
Clean Cycle Complete,3/9 12:06PM,-
Clean Cycle In Progress,3/9 12:04PM,-
Pet Weight Recorded ,3/9 11:39AM,18.6 lbs
Cat Detected,3/9 11:38AM,-
Clean Cycle Complete,3/9 11:38AM,-
Cycle Interrupted,3/9 11:37AM,-
Clean Cycle In Progress,3/9 11:35AM,-
Pet Weight Recorded ,3/9 11:10AM,8.6 lbs
Pet Weight Recorded ,3/9 10:43AM,18.3 lbs
Pet Weight Recorded ,3/9 10:31AM,18.4 lbs
Pet Weight Recorded ,3/9 10:21AM,18.3 lbs
Pet Weight Recorded ,3/9 10:00AM,18.4 lbs
Cat Detected,3/9 9:59AM,-
Clean Cycle Complete,3/9 9:40AM,-
Cycle Interrupted,3/9 9:39AM,-
Cycle Interrupted,3/9 9:38AM,-
Clean Cycle In Progress,3/9 9:36AM,-
Pet Weight Recorded ,3/9 9:11AM,18.4 lbs
Cat Detected,3/9 9:10AM,-
Clean Cycle Complete,3/9 8:52AM,-
Clean Cycle In Progress,3/9 8:49AM,-
Pet Weight Recorded ,3/9 8:24AM,18.4 lbs
Cat Detected,3/9 8:24AM,-
Clean Cycle Complete,3/9 7:27AM,-
Clean Cycle In Progress,3/9 7:25AM,-
Pet Weight Recorded ,3/9 6:59AM,8.5 lbs
Cat Detected,3/9 6:59AM,-
Clean Cycle Complete,3/9 4:18AM,-
Clean Cycle In Progress,3/9 4:16AM,-
Pet Weight Recorded ,3/9 3:51AM,8.7 lbs
Cat Detected,3/9 3:49AM,-
Clean Cycle Complete,3/9 3:22AM,-
Clean Cycle In Progress,3/9 3:20AM,-
Pet Weight Recorded ,3/9 2:55AM,18.5 lbs
Cat Detected,3/9 2:54AM,-
Clean Cycle Complete,3/9 2:42AM,-
Clean Cycle In Progress,3/9 2:40AM,-
Pet Weight Recorded ,3/9 2:04AM,18.4 lbs
Clean Cycle Complete,3/9 1:51AM,-
Clean Cycle In Progress,3/9 1:49AM,-
Pet Weight Recorded ,3/9 1:24AM,18.5 lbs
Pet Weight Recorded ,3/9 1:19AM,18.4 lbs
Cat Detected,3/9 1:19AM,-
Clean Cycle Complete,3/9 1:19AM,-
Cycle Interrupted,3/9 1:16AM,-
Clean Cycle In Progress,3/9 1:16AM,-
Cat Detected,3/8 11:00PM,-
Clean Cycle Complete,3/8 8:51PM,-
Clean Cycle In Progress,3/8 8:49PM,-
Pet Weight Recorded ,3/8 8:24PM,18.4 lbs
Cat Detected,3/8 8:23PM,-
Clean Cycle Complete,3/8 6:40PM,-
Clean Cycle In Progress,3/8 6:37PM,-
Pet Weight Recorded ,3/8 6:12PM,18.5 lbs
Cat Detected,3/8 6:12PM,-
Clean Cycle Complete,3/8 3:25PM,-
Clean Cycle In Progress,3/8 3:23PM,-
Pet Weight Recorded ,3/8 2:58PM,18.5 lbs
Pet Weight Recorded ,3/8 2:54PM,8.7 lbs
Cat Detected,3/8 2:53PM,-
Clean Cycle Complete,3/8 2:25PM,-
Pet Weight Recorded ,3/8 2:04PM,18.5 lbs
Cat Detected,3/8 2:04PM,-
