Activity,Timestamp,Value
Pet Weight Recorded ,1/19 9:38AM,18.6 lbs
Pet Weight Recorded ,1/19 9:00AM,18.2 lbs
Pet Weight Recorded ,1/19 8:51AM,8.8 lbs
Clean Cycle Complete,1/19 7:43AM,-
Pet Weight Recorded ,1/19 7:43AM,6.8 lbs
Cycle Interrupted,1/19 7:42AM,-
Pet Weight Recorded ,1/19 7:40AM,5.7 lbs
Cycle Interrupted,1/19 7:40AM,-
Clean Cycle In Progress,1/19 7:40AM,-
Pet Weight Recorded ,1/19 7:15AM,18.4 lbs
Pet Weight Recorded ,1/19 7:12AM,18.2 lbs
Cat Detected,1/19 7:11AM,-
Clean Cycle Complete,1/19 6:51AM,-
Cycle Interrupted,1/19 6:50AM,-
Cycle Interrupted,1/19 6:49AM,-
Clean Cycle In Progress,1/19 6:48AM,-
Pet Weight Recorded ,1/19 6:23AM,8.7 lbs
Cat Detected,1/19 6:21AM,-
Clean Cycle Complete,1/19 5:06AM,-
Clean Cycle In Progress,1/19 5:04AM,-
Cat Detected,1/19 4:39AM,-
Clean Cycle Complete,1/19 1:32AM,-
Clean Cycle In Progress,1/19 1:30AM,-
Pet Weight Recorded ,1/19 1:05AM,18.5 lbs
Pet Weight Recorded ,1/19 1:00AM,18.4 lbs
Pet Weight Recorded ,1/19 12:59AM,18.4 lbs
Cat Detected,1/19 12:59AM,-
Clean Cycle Complete,1/19 12:36AM,-
Clean Cycle In Progress,1/19 12:34AM,-
Pet Weight Recorded ,1/19 12:08AM,18.5 lbs
Cat Detected,1/19 12:08AM,-
Clean Cycle Complete,1/18 11:20PM,-
Clean Cycle In Progress,1/18 11:18PM,-
Pet Weight Recorded ,1/18 10:53PM,16.1 lbs
Cat Detected,1/18 10:45PM,-
Clean Cycle Complete,1/18 9:55PM,-
Clean Cycle In Progress,1/18 9:53PM,-
Pet Weight Recorded ,1/18 9:27PM,18.4 lbs
Cat Detected,1/18 9:27PM,-
Clean Cycle Complete,1/18 8:30PM,-
Clean Cycle In Progress,1/18 8:28PM,-
Pet Weight Recorded ,1/18 8:03PM,16.0 lbs
Pet Weight Recorded ,1/18 7:50PM,7.6 lbs
Cat Detected,1/18 7:49PM,-
Clean Cycle Complete,1/18 7:36PM,-
Clean Cycle In Progress,1/18 7:34PM,-
Pet Weight Recorded ,1/18 7:08PM,8.8 lbs
Cat Detected,1/18 7:07PM,-
Clean Cycle Complete,1/18 3:45PM,-
Clean Cycle In Progress,1/18 3:43PM,-
Pet Weight Recorded ,1/18 3:17PM,18.7 lbs
Pet Weight Recorded ,1/18 3:16PM,18.8 lbs
Pet Weight Recorded ,1/18 3:08PM,18.6 lbs
Cat Detected,1/18 3:08PM,-
Clean Cycle Complete,1/18 2:44PM,-
Clean Cycle In Progress,1/18 2:42PM,-
Pet Weight Recorded ,1/18 2:17PM,8.7 lbs
Pet Weight Recorded ,1/18 2:14PM,8.9 lbs
Clean Cycle Complete,1/18 12:37PM,-
Clean Cycle In Progress,1/18 12:35PM,-
Pet Weight Recorded ,1/18 12:10PM,18.7 lbs
Cat Detected,1/18 12:10PM,-
Clean Cycle Complete,1/18 12:04PM,-
Clean Cycle In Progress,1/18 12:02PM,-
Pet Weight Recorded ,1/18 11:37AM,18.3 lbs
Pet Weight Recorded ,1/18 11:35AM,18.5 lbs
Cat Detected,1/18 11:34AM,-
Clean Cycle Complete,1/18 11:13AM,-
Clean Cycle In Progress,1/18 11:11AM,-
Pet Weight Recorded ,1/18 10:46AM,8.8 lbs
Cat Detected,1/18 10:43AM,-
Clean Cycle Complete,1/18 10:38AM,-
Clean Cycle In Progress,1/18 10:36AM,-
Pet Weight Recorded ,1/18 10:11AM,18.8 lbs
Pet Weight Recorded ,1/18 10:10AM,16.1 lbs
Cat Detected,1/18 10:07AM,-
Clean Cycle Complete,1/18 10:06AM,-
Cycle Interrupted,1/18 10:05AM,-
Clean Cycle In Progress,1/18 10:03AM,-
Pet Weight Recorded ,1/18 9:38AM,18.6 lbs
Pet Weight Recorded ,1/18 9:26AM,18.7 lbs
Pet Weight Recorded ,1/18 9:13AM,7.7 lbs
Cat Detected,1/18 9:12AM,-
Clean Cycle Complete,1/18 7:40AM,-
Pet Weight Recorded ,1/18 7:40AM,8.4 lbs
Cycle Interrupted,1/18 7:39AM,-
Clean Cycle In Progress,1/18 7:37AM,-
Pet Weight Recorded ,1/18 6:58AM,18.5 lbs
Cat Detected,1/18 6:57AM,-
Clean Cycle Complete,1/18 5:05AM,-
Clean Cycle In Progress,1/18 5:03AM,-
Pet Weight Recorded ,1/18 4:38AM,8.9 lbs
Cat Detected,1/18 4:37AM,-
Clean Cycle Complete,1/18 2:38AM,-
Clean Cycle In Progress,1/18 2:36AM,-
Pet Weight Recorded ,1/18 2:10AM,18.9 lbs
Pet Weight Recorded ,1/18 2:08AM,19.0 lbs
Pet Weight Recorded ,1/18 1:51AM,18.7 lbs
Pet Weight Recorded ,1/18 1:29AM,15.9 lbs
Pet Weight Recorded ,1/18 1:01AM,18.7 lbs
Cat Detected,1/18 1:01AM,-
Clean Cycle Complete,1/18 12:04AM,-
Clean Cycle In Progress,1/18 12:01AM,-
Pet Weight Recorded ,1/17 11:36PM,18.3 lbs
Pet Weight Recorded ,1/17 11:35PM,18.7 lbs
Cat Detected,1/17 11:34PM,-
Clean Cycle Complete,1/17 11:09PM,-
Clean Cycle In Progress,1/17 11:06PM,-
Pet Weight Recorded ,1/17 10:41PM,18.6 lbs
Cat Detected,1/17 10:41PM,-
Clean Cycle Complete,1/17 7:10PM,-
Clean Cycle In Progress,1/17 7:08PM,-
Pet Weight Recorded ,1/17 6:42PM,8.8 lbs
Cat Detected,1/17 6:42PM,-
Clean Cycle Complete,1/17 6:22PM,-
Clean Cycle In Progress,1/17 6:20PM,-
Pet Weight Recorded ,1/17 5:55PM,15.9 lbs
Cat Detected,1/17 5:52PM,-
Clean Cycle Complete,1/17 5:35PM,-
Cycle Interrupted,1/17 5:35PM,-
Cycle Interrupted,1/17 5:34PM,-
Cycle Interrupted,1/17 5:33PM,-
Cycle Interrupted,1/17 5:32PM,-
Cycle Interrupted,1/17 5:29PM,-
Clean Cycle In Progress,1/17 5:28PM,-
Clean Cycle Complete,1/17 5:24PM,-
Clean Cycle In Progress,1/17 5:22PM,-
Pet Weight Recorded ,1/17 4:30PM,8.8 lbs
Pet Weight Recorded ,1/17 4:03PM,8.8 lbs
Pet Weight Recorded ,1/17 3:17PM,18.6 lbs
Pet Weight Recorded ,1/17 3:16PM,18.7 lbs
Clean Cycle Complete,1/17 3:10PM,-
Clean Cycle In Progress,1/17 3:08PM,-
Pet Weight Recorded ,1/17 1:33PM,18.8 lbs
Pet Weight Recorded ,1/17 1:16PM,18.6 lbs
Pet Weight Recorded ,1/17 12:22PM,18.9 lbs
Clean Cycle Complete,1/17 11:14AM,-
Pet Weight Recorded ,1/17 11:14AM,15.9 lbs
Cycle Interrupted,1/17 11:13AM,-
Cycle Interrupted,1/17 11:11AM,-
Clean Cycle In Progress,1/17 11:10AM,-
Pet Weight Recorded ,1/17 10:45AM,18.4 lbs
Pet Weight Recorded ,1/17 10:43AM,18.7 lbs
Pet Weight Recorded ,1/17 10:31AM,18.5 lbs
Pet Weight Recorded ,1/17 10:30AM,18.3 lbs
Cat Detected,1/17 10:29AM,-
Pet Weight Recorded ,1/17 9:38AM,13.5 lbs
Pet Weight Recorded ,1/17 9:07AM,18.4 lbs
Clean Cycle Complete,1/17 2:55AM,-
Clean Cycle In Progress,1/17 2:53AM,-
Pet Weight Recorded ,1/17 2:28AM,18.5 lbs
Pet Weight Recorded ,1/17 2:22AM,18.5 lbs
Pet Weight Recorded ,1/17 2:11AM,18.4 lbs
Pet Weight Recorded ,1/17 1:48AM,16.0 lbs
Pet Weight Recorded ,1/17 1:32AM,18.4 lbs
Pet Weight Recorded ,1/17 1:30AM,18.3 lbs
Cat Detected,1/17 1:29AM,-
Clean Cycle Complete,1/17 12:34AM,-
Clean Cycle In Progress,1/17 12:32AM,-
Pet Weight Recorded ,1/17 12:30AM,18.5 lbs
Pet Weight Recorded ,1/17 12:28AM,18.5 lbs
Pet Weight Recorded ,1/17 12:17AM,18.2 lbs
Cat Detected,1/17 12:16AM,-
Clean Cycle Complete,1/17 12:01AM,-
Clean Cycle In Progress,1/16 11:58PM,-
Pet Weight Recorded ,1/16 11:33PM,18.5 lbs
Pet Weight Recorded ,1/16 11:08PM,18.7 lbs
Pet Weight Recorded ,1/16 11:03PM,8.9 lbs
Cat Detected,1/16 11:02PM,-
Clean Cycle Complete,1/16 9:41PM,-
Clean Cycle In Progress,1/16 9:38PM,-
Pet Weight Recorded ,1/16 9:13PM,18.3 lbs
Cat Detected,1/16 9:13PM,-
Clean Cycle Complete,1/16 9:00PM,-
Pet Weight Recorded ,1/16 8:58PM,15.7 lbs
Cycle Interrupted,1/16 8:57PM,-
Pet Weight Recorded ,1/16 8:57PM,10.5 lbs
Cycle Interrupted,1/16 8:56PM,-
Clean Cycle In Progress,1/16 8:56PM,-
Pet Weight Recorded ,1/16 8:31PM,18.5 lbs
Pet Weight Recorded ,1/16 8:30PM,18.3 lbs
Cat Detected,1/16 8:30PM,-
Clean Cycle Complete,1/16 8:01PM,-
Clean Cycle In Progress,1/16 7:59PM,-
Pet Weight Recorded ,1/16 7:33PM,8.6 lbs
Cat Detected,1/16 7:28PM,-
Clean Cycle Complete,1/16 6:44PM,-
Clean Cycle In Progress,1/16 6:41PM,-
Cat Detected,1/16 6:16PM,-
Clean Cycle Complete,1/16 6:15PM,-
Clean Cycle In Progress,1/16 6:13PM,-
Pet Weight Recorded ,1/16 5:48PM,8.6 lbs
Cat Detected,1/16 5:47PM,-
Clean Cycle Complete,1/16 4:20PM,-
Clean Cycle In Progress,1/16 4:18PM,-
Pet Weight Recorded ,1/16 3:53PM,8.9 lbs
Pet Weight Recorded ,1/16 3:38PM,18.7 lbs
Cat Detected,1/16 3:38PM,-
Clean Cycle Complete,1/16 12:50PM,-
Clean Cycle In Progress,1/16 12:48PM,-
Pet Weight Recorded ,1/16 12:23PM,18.6 lbs
Pet Weight Recorded ,1/16 12:10PM,18.7 lbs
Pet Weight Recorded ,1/16 11:50AM,18.4 lbs
Pet Weight Recorded ,1/16 11:30AM,18.4 lbs
Pet Weight Recorded ,1/16 11:21AM,18.3 lbs
Pet Weight Recorded ,1/16 11:10AM,18.4 lbs
Cat Detected,1/16 11:10AM,-
Clean Cycle Complete,1/16 11:01AM,-
Clean Cycle In Progress,1/16 10:59AM,-
Pet Weight Recorded ,1/16 10:18AM,15.9 lbs
Pet Weight Recorded ,1/16 10:10AM,16.1 lbs
Pet Weight Recorded ,1/16 9:52AM,18.8 lbs
Pet Weight Recorded ,1/16 9:50AM,9.1 lbs
Pet Weight Recorded ,1/16 9:35AM,18.8 lbs
Pet Weight Recorded ,1/16 9:26AM,18.7 lbs
Pet Weight Recorded ,1/16 9:14AM,7.8 lbs
Pet Weight Recorded ,1/16 9:13AM,18.5 lbs
Cat Detected,1/16 9:13AM,-
Clean Cycle Complete,1/16 3:28AM,-
Clean Cycle In Progress,1/16 3:25AM,-
Pet Weight Recorded ,1/16 3:00AM,9.0 lbs
Cat Detected,1/16 2:59AM,-
Clean Cycle Complete,1/16 2:37AM,-
Clean Cycle In Progress,1/16 2:35AM,-
Pet Weight Recorded ,1/16 2:10AM,18.5 lbs
Cat Detected,1/16 2:09AM,-
Clean Cycle Complete,1/16 1:11AM,-
Pet Weight Recorded ,1/16 1:10AM,9.6 lbs
Cycle Interrupted,1/16 1:09AM,-
Clean Cycle In Progress,1/16 1:08AM,-
Pet Weight Recorded ,1/16 12:43AM,18.9 lbs
Pet Weight Recorded ,1/16 12:19AM,18.7 lbs
Pet Weight Recorded ,1/16 12:17AM,18.9 lbs
Pet Weight Recorded ,1/15 11:59PM,15.8 lbs
Pet Weight Recorded ,1/15 11:57PM,15.7 lbs
Pet Weight Recorded ,1/15 11:37PM,8.7 lbs
Pet Weight Recorded ,1/15 11:31PM,8.9 lbs
Pet Weight Recorded ,1/15 11:27PM,18.4 lbs
Cat Detected,1/15 11:27PM,-
Clean Cycle Complete,1/15 9:35PM,-
Clean Cycle In Progress,1/15 9:32PM,-
Pet Weight Recorded ,1/15 9:07PM,7.4 lbs
Cat Detected,1/15 9:06PM,-
Clean Cycle Complete,1/15 8:52PM,-
Clean Cycle In Progress,1/15 8:50PM,-
Pet Weight Recorded ,1/15 8:25PM,5.8 lbs
Pet Weight Recorded ,1/15 8:18PM,8.6 lbs
Cat Detected,1/15 8:16PM,-
Clean Cycle Complete,1/15 3:45PM,-
Clean Cycle In Progress,1/15 3:42PM,-
Pet Weight Recorded ,1/15 3:17PM,8.8 lbs
Pet Weight Recorded ,1/15 2:59PM,18.4 lbs
Pet Weight Recorded ,1/15 2:51PM,18.5 lbs
Pet Weight Recorded ,1/15 2:48PM,18.4 lbs
Cat Detected,1/15 2:48PM,-
Clean Cycle Complete,1/15 2:26PM,-
Clean Cycle In Progress,1/15 2:24PM,-
Cat Detected,1/15 1:59PM,-
Clean Cycle Complete,1/15 1:37PM,-
Clean Cycle In Progress,1/15 1:35PM,-
Pet Weight Recorded ,1/15 1:10PM,18.4 lbs
Cat Detected,1/15 1:09PM,-
Clean Cycle Complete,1/15 12:49PM,-
Clean Cycle In Progress,1/15 12:47PM,-
Pet Weight Recorded ,1/15 12:44PM,8.7 lbs
Cat Detected,1/15 12:41PM,-
Pet Weight Recorded ,1/15 12:30PM,3.6 lbs
Clean Cycle Complete,1/15 12:25PM,-
Clean Cycle In Progress,1/15 12:23PM,-
Pet Weight Recorded ,1/15 12:16PM,18.5 lbs
Pet Weight Recorded ,1/15 10:52AM,18.4 lbs
Pet Weight Recorded ,1/15 10:17AM,8.8 lbs
Pet Weight Recorded ,1/15 9:28AM,18.5 lbs
Pet Weight Recorded ,1/15 9:14AM,18.7 lbs
Pet Weight Recorded ,1/15 6:34AM,9.0 lbs
Pet Weight Recorded ,1/15 3:55AM,18.4 lbs
Pet Weight Recorded ,1/15 2:13AM,18.6 lbs
Pet Weight Recorded ,1/15 2:12AM,18.5 lbs
Pet Weight Recorded ,1/15 2:07AM,18.5 lbs
Pet Weight Recorded ,1/15 1:29AM,18.6 lbs
Pet Weight Recorded ,1/14 11:15PM,8.8 lbs
Pet Weight Recorded ,1/14 9:11PM,18.3 lbs
Clean Cycle Complete,1/14 6:26PM,-
Clean Cycle In Progress,1/14 6:24PM,-
Pet Weight Recorded ,1/14 6:21PM,18.3 lbs
Cat Detected,1/14 6:21PM,-
Clean Cycle Complete,1/14 4:50PM,-
Clean Cycle In Progress,1/14 4:48PM,-
Pet Weight Recorded ,1/14 4:45PM,18.2 lbs
Cat Detected,1/14 4:44PM,-
Clean Cycle Complete,1/14 4:19PM,-
Pet Weight Recorded ,1/14 4:18PM,4.8 lbs
Cycle Interrupted,1/14 4:18PM,-
Cycle Interrupted,1/14 4:17PM,-
Clean Cycle In Progress,1/14 4:16PM,-
Clean Cycle Complete,1/14 4:07PM,-
Clean Cycle In Progress,1/14 4:05PM,-
Cat Detected,1/14 4:02PM,-
Clean Cycle Complete,1/14 3:58PM,-
Clean Cycle In Progress,1/14 3:55PM,-
Pet Weight Recorded ,1/14 3:52PM,8.6 lbs
Cat Detected,1/14 3:50PM,-
Clean Cycle Complete,1/14 3:41PM,-
Clean Cycle In Progress,1/14 3:39PM,-
Cat Detected,1/14 3:36PM,-
Clean Cycle Complete,1/14 2:35PM,-
Clean Cycle In Progress,1/14 2:33PM,-
Pet Weight Recorded ,1/14 2:30PM,8.7 lbs
Cat Detected,1/14 2:28PM,-
Clean Cycle Complete,1/14 2:25PM,-
Clean Cycle In Progress,1/14 2:23PM,-
Pet Weight Recorded ,1/14 2:20PM,8.8 lbs
Cat Detected,1/14 2:19PM,-
Clean Cycle Complete,1/14 1:45PM,-
Clean Cycle In Progress,1/14 1:43PM,-
Cat Detected,1/14 1:40PM,-
Clean Cycle Complete,1/14 11:07AM,-
Clean Cycle In Progress,1/14 11:05AM,-
Pet Weight Recorded ,1/14 11:02AM,8.9 lbs
Cat Detected,1/14 11:02AM,-
Clean Cycle Complete,1/14 9:17AM,-
Clean Cycle In Progress,1/14 9:15AM,-
Pet Weight Recorded ,1/14 9:12AM,18.6 lbs
Pet Weight Recorded ,1/14 9:09AM,18.6 lbs
Cat Detected,1/14 9:06AM,-
Clean Cycle Complete,1/14 9:03AM,-
Clean Cycle In Progress,1/14 9:01AM,-
Pet Weight Recorded ,1/14 8:58AM,18.3 lbs
Pet Weight Recorded ,1/14 8:57AM,18.5 lbs
Cat Detected,1/14 8:57AM,-
Clean Cycle Complete,1/14 8:53AM,-
Clean Cycle In Progress,1/14 8:51AM,-
Cat Detected,1/14 8:48AM,-
Clean Cycle Complete,1/14 8:12AM,-
Cycle Interrupted,1/14 8:10AM,-
Clean Cycle In Progress,1/14 8:09AM,-
Cat Detected,1/14 8:06AM,-
Clean Cycle Complete,1/14 7:22AM,-
Clean Cycle In Progress,1/14 7:20AM,-
Cat Detected,1/14 7:17AM,-
Clean Cycle Complete,1/14 6:47AM,-
Pet Weight Recorded ,1/14 6:46AM,6.3 lbs
Cycle Interrupted,1/14 6:46AM,-
Clean Cycle In Progress,1/14 6:44AM,-
Pet Weight Recorded ,1/14 6:41AM,18.3 lbs
Clean Cycle Complete,1/14 3:48AM,-
Clean Cycle In Progress,1/14 3:45AM,-
Pet Weight Recorded ,1/14 3:42AM,8.7 lbs
Clean Cycle Complete,1/14 3:37AM,-
Clean Cycle In Progress,1/14 3:35AM,-
Pet Weight Recorded ,1/14 3:32AM,9.0 lbs
Cat Detected,1/14 3:31AM,-
Clean Cycle Complete,1/14 3:27AM,-
Clean Cycle In Progress,1/14 3:24AM,-
Cat Detected,1/14 3:21AM,-
Clean Cycle Complete,1/14 2:26AM,-
Clean Cycle In Progress,1/14 2:24AM,-
Pet Weight Recorded ,1/14 2:21AM,18.4 lbs
Pet Weight Recorded ,1/14 2:19AM,18.7 lbs
Cat Detected,1/14 2:19AM,-
Clean Cycle Complete,1/14 2:00AM,-
Pet Weight Recorded ,1/14 1:59AM,18.4 lbs
Cycle Interrupted,1/14 1:57AM,-
Cycle Interrupted,1/14 1:56AM,-
Clean Cycle In Progress,1/14 1:54AM,-
Cat Detected,1/14 1:51AM,-
Clean Cycle Complete,1/14 1:05AM,-
Pet Weight Recorded ,1/14 1:04AM,15.7 lbs
Cycle Interrupted,1/14 1:03AM,-
Pet Weight Recorded ,1/14 1:02AM,15.5 lbs
Cycle Interrupted,1/14 1:00AM,-
Clean Cycle In Progress,1/14 1:00AM,-
Pet Weight Recorded ,1/14 12:57AM,18.6 lbs
Cat Detected,1/14 12:56AM,-
Clean Cycle Complete,1/13 11:20PM,-
Clean Cycle In Progress,1/13 11:18PM,-
Pet Weight Recorded ,1/13 11:15PM,9.1 lbs
Cat Detected,1/13 11:14PM,-
Clean Cycle Complete,1/13 11:13PM,-
Clean Cycle In Progress,1/13 11:10PM,-
Cat Detected,1/13 11:07PM,-
Clean Cycle Complete,1/13 10:42PM,-
Clean Cycle In Progress,1/13 10:40PM,-
Pet Weight Recorded ,1/13 10:37PM,18.8 lbs
Cat Detected,1/13 10:36PM,-
Clean Cycle Complete,1/13 9:49PM,-
Clean Cycle In Progress,1/13 9:47PM,-
Pet Weight Recorded ,1/13 9:44PM,18.6 lbs
Cat Detected,1/13 9:43PM,-
Clean Cycle Complete,1/13 9:36PM,-
Cycle Interrupted,1/13 9:36PM,-
Clean Cycle In Progress,1/13 9:34PM,-
Pet Weight Recorded ,1/13 9:30PM,18.6 lbs
Cat Detected,1/13 9:30PM,-
Clean Cycle Complete,1/13 9:12PM,-
Pet Weight Recorded ,1/13 9:11PM,15.8 lbs
Cycle Interrupted,1/13 9:11PM,-
Clean Cycle In Progress,1/13 9:09PM,-
Cat Detected,1/13 9:06PM,-
Clean Cycle Complete,1/13 7:21PM,-
Cycle Interrupted,1/13 7:20PM,-
Pet Weight Recorded ,1/13 7:20PM,15.9 lbs
Cycle Interrupted,1/13 7:19PM,-
Clean Cycle In Progress,1/13 7:17PM,-
Pet Weight Recorded ,1/13 7:14PM,16.0 lbs
Clean Cycle Complete,1/13 7:12PM,-
Cycle Interrupted,1/13 7:11PM,-
Clean Cycle In Progress,1/13 7:09PM,-
Pet Weight Recorded ,1/13 7:06PM,18.4 lbs
Cat Detected,1/13 7:05PM,-
Clean Cycle Complete,1/13 5:49PM,-
Clean Cycle In Progress,1/13 5:47PM,-
Cat Detected,1/13 5:44PM,-
Clean Cycle Complete,1/13 4:57PM,-
Clean Cycle In Progress,1/13 4:55PM,-
Pet Weight Recorded ,1/13 4:52PM,15.7 lbs
Cat Detected,1/13 4:49PM,-
Clean Cycle Complete,1/13 4:41PM,-
Clean Cycle In Progress,1/13 4:38PM,-
Pet Weight Recorded ,1/13 4:35PM,8.7 lbs
Cat Detected,1/13 4:31PM,-
Clean Cycle Complete,1/13 4:25PM,-
Pet Weight Recorded ,1/13 4:25PM,8.8 lbs
Cycle Interrupted,1/13 4:24PM,-
Clean Cycle In Progress,1/13 4:22PM,-
Cat Detected,1/13 4:17PM,-
Clean Cycle Complete,1/13 4:15PM,-
Clean Cycle In Progress,1/13 4:12PM,-
Cat Detected,1/13 4:09PM,-
Clean Cycle Complete,1/13 4:01PM,-
Clean Cycle In Progress,1/13 3:58PM,-
Pet Weight Recorded ,1/13 3:55PM,18.3 lbs
Cat Detected,1/13 3:55PM,-
Clean Cycle Complete,1/13 1:41PM,-
Clean Cycle In Progress,1/13 1:39PM,-
Pet Weight Recorded ,1/13 1:36PM,8.7 lbs
Cat Detected,1/13 1:35PM,-
Clean Cycle Complete,1/13 12:12PM,-
Clean Cycle In Progress,1/13 12:09PM,-
Pet Weight Recorded ,1/13 12:06PM,18.3 lbs
Pet Weight Recorded ,1/13 12:05PM,18.4 lbs
Cat Detected,1/13 12:04PM,-
Clean Cycle Complete,1/13 9:46AM,-
Clean Cycle In Progress,1/13 9:43AM,-
Pet Weight Recorded ,1/13 9:40AM,18.3 lbs
Cat Detected,1/13 9:40AM,-
Clean Cycle Complete,1/13 9:22AM,-
Clean Cycle In Progress,1/13 9:19AM,-
Pet Weight Recorded ,1/13 9:16AM,18.7 lbs
Pet Weight Recorded ,1/13 9:13AM,18.7 lbs
Pet Weight Recorded ,1/13 9:11AM,18.6 lbs
Cat Detected,1/13 9:10AM,-
Clean Cycle Complete,1/13 9:07AM,-
Clean Cycle In Progress,1/13 9:05AM,-
Cat Detected,1/13 9:01AM,-
Clean Cycle Complete,1/13 8:55AM,-
Pet Weight Recorded ,1/13 8:54AM,15.7 lbs
Cycle Interrupted,1/13 8:54AM,-
Clean Cycle In Progress,1/13 8:52AM,-
Pet Weight Recorded ,1/13 8:49AM,18.4 lbs
Cat Detected,1/13 8:48AM,-
Clean Cycle Complete,1/13 8:36AM,-
Pet Weight Recorded ,1/13 8:36AM,15.6 lbs
Cycle Interrupted,1/13 8:34AM,-
Clean Cycle In Progress,1/13 8:32AM,-
Cat Detected,1/13 8:29AM,-
Clean Cycle Complete,1/13 7:39AM,-
Clean Cycle In Progress,1/13 7:37AM,-
Pet Weight Recorded ,1/13 7:34AM,8.7 lbs
Cat Detected,1/13 7:32AM,-
Clean Cycle Complete,1/13 7:30AM,-
Clean Cycle In Progress,1/13 7:28AM,-
Pet Weight Recorded ,1/13 7:25AM,8.5 lbs
Cat Detected,1/13 7:24AM,-
Clean Cycle Complete,1/13 5:35AM,-
Clean Cycle In Progress,1/13 5:32AM,-
Pet Weight Recorded ,1/13 5:29AM,8.8 lbs
Cat Detected,1/13 5:29AM,-
Clean Cycle Complete,1/13 2:48AM,-
Clean Cycle In Progress,1/13 2:46AM,-
Cat Detected,1/13 2:43AM,-
Clean Cycle Complete,1/13 2:19AM,-
Clean Cycle In Progress,1/13 2:16AM,-
Pet Weight Recorded ,1/13 2:13AM,18.5 lbs
Pet Weight Recorded ,1/13 2:11AM,18.3 lbs
Pet Weight Recorded ,1/13 2:10AM,18.3 lbs
Cat Detected,1/13 2:10AM,-
Clean Cycle Complete,1/12 11:14PM,-
Clean Cycle In Progress,1/12 11:12PM,-
Pet Weight Recorded ,1/12 10:48PM,9.0 lbs
Pet Weight Recorded ,1/12 10:46PM,8.8 lbs
Pet Weight Recorded ,1/12 2:44PM,18.7 lbs
Pet Weight Recorded ,1/12 12:12PM,9.0 lbs
Pet Weight Recorded ,1/12 9:32AM,18.5 lbs
Clean Cycle Complete,1/12 9:29AM,-
Cycle Interrupted,1/12 9:28AM,-
Cycle Interrupted,1/12 9:27AM,-
Clean Cycle In Progress,1/12 9:26AM,-
Pet Weight Recorded ,1/12 9:17AM,8.9 lbs
Pet Weight Recorded ,1/12 8:46AM,18.4 lbs
Pet Weight Recorded ,1/12 6:23AM,8.8 lbs
Pet Weight Recorded ,1/12 2:08AM,18.6 lbs
Pet Weight Recorded ,1/12 12:49AM,18.4 lbs
Pet Weight Recorded ,1/11 9:21PM,16.0 lbs
Pet Weight Recorded ,1/11 8:59PM,18.1 lbs
Pet Weight Recorded ,1/11 8:58PM,18.4 lbs
Pet Weight Recorded ,1/11 7:34PM,8.8 lbs
Pet Weight Recorded ,1/11 3:05PM,8.8 lbs
Pet Weight Recorded ,1/11 1:12PM,18.6 lbs
Pet Weight Recorded ,1/11 1:11PM,18.6 lbs
Pet Weight Recorded ,1/11 12:49PM,18.6 lbs
Pet Weight Recorded ,1/11 12:48PM,18.5 lbs
Clean Cycle Complete,1/11 12:24PM,-
Pet Weight Recorded ,1/11 12:24PM,16.1 lbs
Cycle Interrupted,1/11 12:23PM,-
Pet Weight Recorded ,1/11 12:23PM,16.1 lbs
Cycle Interrupted,1/11 12:22PM,-
Clean Cycle In Progress,1/11 12:20PM,-
Pet Weight Recorded ,1/11 12:17PM,9.0 lbs
Cat Detected,1/11 12:15PM,-
Clean Cycle Complete,1/11 10:15AM,-
Cycle Interrupted,1/11 10:13AM,-
Clean Cycle In Progress,1/11 10:12AM,-
Pet Weight Recorded ,1/11 10:09AM,18.5 lbs
Pet Weight Recorded ,1/11 10:08AM,18.5 lbs
Cat Detected,1/11 10:07AM,-
Clean Cycle Complete,1/11 9:56AM,-
Pet Weight Recorded ,1/11 9:54AM,6.8 lbs
Cycle Interrupted,1/11 9:54AM,-
Clean Cycle In Progress,1/11 9:54AM,-
Pet Weight Recorded ,1/11 9:51AM,18.6 lbs
Pet Weight Recorded ,1/11 9:50AM,18.4 lbs
Cat Detected,1/11 9:49AM,-
Clean Cycle Complete,1/11 7:58AM,-
Clean Cycle In Progress,1/11 7:56AM,-
Pet Weight Recorded ,1/11 7:53AM,8.9 lbs
Cat Detected,1/11 7:52AM,-
Clean Cycle Complete,1/11 6:15AM,-
Clean Cycle In Progress,1/11 6:13AM,-
Pet Weight Recorded ,1/11 6:10AM,18.5 lbs
Cat Detected,1/11 6:09AM,-
Clean Cycle Complete,1/11 4:10AM,-
Clean Cycle In Progress,1/11 4:08AM,-
Pet Weight Recorded ,1/11 4:05AM,8.9 lbs
Cat Detected,1/11 4:04AM,-
Clean Cycle Complete,1/11 2:36AM,-
Clean Cycle In Progress,1/11 2:34AM,-
Pet Weight Recorded ,1/11 2:31AM,16.2 lbs
Clean Cycle Complete,1/11 12:33AM,-
Clean Cycle In Progress,1/11 12:31AM,-
Cat Detected,1/11 12:25AM,-
Clean Cycle Complete,1/10 11:35PM,-
Clean Cycle In Progress,1/10 11:33PM,-
Pet Weight Recorded ,1/10 11:30PM,18.6 lbs
Cat Detected,1/10 11:29PM,-
Clean Cycle Complete,1/10 9:29PM,-
Clean Cycle In Progress,1/10 9:26PM,-
Pet Weight Recorded ,1/10 9:23PM,18.4 lbs
